id,name,category,address,city,rating,review_count,description,gf_level,kosher,price,website_url,menu_url,opening_hours,image_urls,created_at,updated_at
559406b2-de17-4d2c-95db-fe22fd7ca006,Regev Pizza & Pasta,italian,Herzliya,Herzliya,4.2,,Pasta and pizza with clearly marked GF options on the menu.,GF Options,f,₪₪,https://www.google.com/maps/place/?q=place_id:ChIJM5bxrsVJHRURN0l89tQYz0o,,"{""Friday"": ""10:00 – 15:00"", ""Monday"": ""10:00 – 23:00"", ""Sunday"": ""10:00 – 23:00"", ""Tuesday"": ""10:00 – 23:00"", ""Saturday"": ""20:00 – 23:00"", ""Thursday"": ""10:00 – 23:00"", ""Wednesday"": ""10:00 – 23:00""}","{https://images.unsplash.com/photo-1498579150354-977475b7ea0b?w=800&q=80,https://images.unsplash.com/photo-1555072956-7758afb20e8f?w=800&q=80,https://images.unsplash.com/photo-1574071318508-1cdbab80d002?w=800&q=80,https://images.unsplash.com/photo-1551183053-bf91a1d81141?w=800&q=80}",2026-03-08 16:18:22.902864+00,2026-03-08 16:36:36.248993+00
fa7fee4e-a1ea-48c0-adf0-62ce1b11a16f,NONO,italian,Herzliya,Herzliya,4.3,,Variety of dishes that can be prepared gluten-free upon request.,GF Options,f,₪₪,https://www.google.com/maps/place/?q=place_id:ChIJhVoTOI9JHRURJG4hQK34r04,,"{""Friday"": ""10:00 – 15:00"", ""Monday"": ""10:00 – 23:00"", ""Sunday"": ""10:00 – 23:00"", ""Tuesday"": ""10:00 – 23:00"", ""Saturday"": ""20:00 – 23:00"", ""Thursday"": ""10:00 – 23:00"", ""Wednesday"": ""10:00 – 23:00""}","{https://images.unsplash.com/photo-1498579150354-977475b7ea0b?w=800&q=80,https://images.unsplash.com/photo-1555072956-7758afb20e8f?w=800&q=80,https://images.unsplash.com/photo-1574071318508-1cdbab80d002?w=800&q=80,https://images.unsplash.com/photo-1551183053-bf91a1d81141?w=800&q=80}",2026-03-08 16:18:22.902864+00,2026-03-08 16:36:36.248993+00
210663be-9c98-4279-82fc-1ecac8a71c14,Pizza Porto,italian,Ramat HaSharon,Ramat HaSharon,4.2,,Pizzas and pastas with GF options available.,GF Options,f,₪₪,https://www.google.com/maps/place/?q=place_id:ChIJn716wmdJHRURD1HPo2dSOH8,,"{""Friday"": ""10:00 – 15:00"", ""Monday"": ""10:00 – 23:00"", ""Sunday"": ""10:00 – 23:00"", ""Tuesday"": ""10:00 – 23:00"", ""Saturday"": ""20:00 – 23:00"", ""Thursday"": ""10:00 – 23:00"", ""Wednesday"": ""10:00 – 23:00""}","{https://images.unsplash.com/photo-1498579150354-977475b7ea0b?w=800&q=80,https://images.unsplash.com/photo-1555072956-7758afb20e8f?w=800&q=80,https://images.unsplash.com/photo-1574071318508-1cdbab80d002?w=800&q=80,https://images.unsplash.com/photo-1551183053-bf91a1d81141?w=800&q=80}",2026-03-08 16:18:22.902864+00,2026-03-08 16:36:36.248993+00
0b15883d-36df-40c3-9207-98151db15079,The Green Roll,asian,"Ahad HaAm 15, Tel Aviv",Tel Aviv,4.7,,Vegan Asian/sushi spot with a huge selection of GF dishes. Colorful & celiac-friendly.,GF Options,t,₪₪,https://www.google.com/maps/place/?q=place_id:ChIJI05k64JMHRURZyM5KsdQ_1U,,"{""Friday"": ""10:00 – 15:00"", ""Monday"": ""10:00 – 23:00"", ""Sunday"": ""10:00 – 23:00"", ""Tuesday"": ""10:00 – 23:00"", ""Saturday"": ""20:00 – 23:00"", ""Thursday"": ""10:00 – 23:00"", ""Wednesday"": ""10:00 – 23:00""}","{https://images.unsplash.com/photo-1617196034183-421b4917c92d?w=800&q=80,https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=800&q=80,https://images.unsplash.com/photo-1563612116625-3012372fccce?w=800&q=80,https://images.unsplash.com/photo-1512058564366-18510be2db19?w=800&q=80}",2026-03-08 16:18:59.54229+00,2026-03-08 16:36:36.248993+00
89ae1038-133f-4c22-907c-33210b92adb2,Nam,asian,"Dizengoff 275, Tel Aviv",Tel Aviv,4.5,,"Thai restaurant with marked GF dishes — pad thai, curry and more.",GF Options,f,₪₪,https://www.google.com/maps/place/?q=place_id:ChIJLyvwqPVLHRUR_M8_-Jipom8,,"{""Friday"": ""10:00 – 15:00"", ""Monday"": ""10:00 – 23:00"", ""Sunday"": ""10:00 – 23:00"", ""Tuesday"": ""10:00 – 23:00"", ""Saturday"": ""20:00 – 23:00"", ""Thursday"": ""10:00 – 23:00"", ""Wednesday"": ""10:00 – 23:00""}","{https://images.unsplash.com/photo-1617196034183-421b4917c92d?w=800&q=80,https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=800&q=80,https://images.unsplash.com/photo-1563612116625-3012372fccce?w=800&q=80,https://images.unsplash.com/photo-1512058564366-18510be2db19?w=800&q=80}",2026-03-08 16:18:59.54229+00,2026-03-08 16:36:36.248993+00
7cff40de-83e7-4936-9ea0-775ba6804172,Nini Hachi,asian,"Ben Yehuda 228, Tel Aviv",Tel Aviv,4.4,,Kosher Asian/sushi restaurant with many GF-adapted dishes.,GF Options,t,₪₪,https://www.google.com/maps/place/?q=place_id:ChIJp6l9o4pLHRURxZrZ71e-SHA,,"{""Friday"": ""10:00 – 15:00"", ""Monday"": ""10:00 – 23:00"", ""Sunday"": ""10:00 – 23:00"", ""Tuesday"": ""10:00 – 23:00"", ""Saturday"": ""20:00 – 23:00"", ""Thursday"": ""10:00 – 23:00"", ""Wednesday"": ""10:00 – 23:00""}","{https://images.unsplash.com/photo-1617196034183-421b4917c92d?w=800&q=80,https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=800&q=80,https://images.unsplash.com/photo-1563612116625-3012372fccce?w=800&q=80,https://images.unsplash.com/photo-1512058564366-18510be2db19?w=800&q=80}",2026-03-08 16:18:59.54229+00,2026-03-08 16:36:36.248993+00
af512492-7028-427b-8a4e-1d4994455809,Shi-Shi,asian,"Ibn Gabirol 33, Tel Aviv",Tel Aviv,4.4,,"Asian cuisine with rice dishes, noodles and sushi — many GF options.",GF Options,f,₪₪,https://www.google.com/maps/place/?q=place_id:ChIJneDij4NLHRURtlTdjTgpmww,,"{""Friday"": ""10:00 – 15:00"", ""Monday"": ""10:00 – 23:00"", ""Sunday"": ""10:00 – 23:00"", ""Tuesday"": ""10:00 – 23:00"", ""Saturday"": ""20:00 – 23:00"", ""Thursday"": ""10:00 – 23:00"", ""Wednesday"": ""10:00 – 23:00""}","{https://images.unsplash.com/photo-1617196034183-421b4917c92d?w=800&q=80,https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=800&q=80,https://images.unsplash.com/photo-1563612116625-3012372fccce?w=800&q=80,https://images.unsplash.com/photo-1512058564366-18510be2db19?w=800&q=80}",2026-03-08 16:18:59.54229+00,2026-03-08 16:36:36.248993+00
eb90fb3b-f143-4f74-8529-ff02df09100f,El Mano,asian,"Yesod HaMa'ala 46, Tel Aviv",Tel Aviv,4.6,,Asian restaurant with many adapted dishes including rice bowls and noodles.,GF Options,f,₪₪,https://www.google.com/maps/place/?q=place_id:ChIJyTi3bkVLHRURVCvwlD4OCKQ,,"{""Friday"": ""10:00 – 15:00"", ""Monday"": ""10:00 – 23:00"", ""Sunday"": ""10:00 – 23:00"", ""Tuesday"": ""10:00 – 23:00"", ""Saturday"": ""20:00 – 23:00"", ""Thursday"": ""10:00 – 23:00"", ""Wednesday"": ""10:00 – 23:00""}","{https://images.unsplash.com/photo-1617196034183-421b4917c92d?w=800&q=80,https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=800&q=80,https://images.unsplash.com/photo-1563612116625-3012372fccce?w=800&q=80,https://images.unsplash.com/photo-1512058564366-18510be2db19?w=800&q=80}",2026-03-08 16:18:59.54229+00,2026-03-08 16:36:36.248993+00
f99c540c-c6a4-4855-80a2-35b4c5163c75,Take A Wok (Sheyan),asian,"Sderot Sari Israel 15, Jerusalem",Jerusalem,4.3,,"Chinese takeaway with stir-fried dishes, rice and vegetables — GF available.",GF Options,t,₪,https://www.google.com/maps/place/?q=place_id:ChIJbS-Ib5zXAhUR4wTrQVWGfDg,,"{""Friday"": ""10:00 – 15:00"", ""Monday"": ""10:00 – 23:00"", ""Sunday"": ""10:00 – 23:00"", ""Tuesday"": ""10:00 – 23:00"", ""Saturday"": ""20:00 – 23:00"", ""Thursday"": ""10:00 – 23:00"", ""Wednesday"": ""10:00 – 23:00""}","{https://images.unsplash.com/photo-1617196034183-421b4917c92d?w=800&q=80,https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=800&q=80,https://images.unsplash.com/photo-1563612116625-3012372fccce?w=800&q=80,https://images.unsplash.com/photo-1512058564366-18510be2db19?w=800&q=80}",2026-03-08 16:18:59.54229+00,2026-03-08 16:36:36.248993+00
bd015cc6-aff2-477c-891d-ff9765929bb8,Mian Noodles,asian,"Shlomo HaMelech 22, Jerusalem",Jerusalem,4.5,,"Soups, noodles and rice dishes with GF adaptations.",GF Options,t,₪₪,https://www.google.com/maps/place/?q=place_id:ChIJE3frnNEpAxURo1nGGNKAxKs,,"{""Friday"": ""10:00 – 15:00"", ""Monday"": ""10:00 – 23:00"", ""Sunday"": ""10:00 – 23:00"", ""Tuesday"": ""10:00 – 23:00"", ""Saturday"": ""20:00 – 23:00"", ""Thursday"": ""10:00 – 23:00"", ""Wednesday"": ""10:00 – 23:00""}","{https://images.unsplash.com/photo-1617196034183-421b4917c92d?w=800&q=80,https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=800&q=80,https://images.unsplash.com/photo-1563612116625-3012372fccce?w=800&q=80,https://images.unsplash.com/photo-1512058564366-18510be2db19?w=800&q=80}",2026-03-08 16:18:59.54229+00,2026-03-08 16:36:36.248993+00
e900d8af-0e11-4f99-abd7-099aa92580f8,Aka,asian,"Nahal Zohar 22, Modi'in",Modi'in,4.3,,"Asian restaurant with GF noodles, sushi and curry options.",GF Options,f,₪₪,https://www.google.com/maps/place/?q=place_id:ChIJU8avBbHNAhURgnMjjj-w-a8,,"{""Friday"": ""10:00 – 15:00"", ""Monday"": ""10:00 – 23:00"", ""Sunday"": ""10:00 – 23:00"", ""Tuesday"": ""10:00 – 23:00"", ""Saturday"": ""20:00 – 23:00"", ""Thursday"": ""10:00 – 23:00"", ""Wednesday"": ""10:00 – 23:00""}","{https://images.unsplash.com/photo-1617196034183-421b4917c92d?w=800&q=80,https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=800&q=80,https://images.unsplash.com/photo-1563612116625-3012372fccce?w=800&q=80,https://images.unsplash.com/photo-1512058564366-18510be2db19?w=800&q=80}",2026-03-08 16:18:59.54229+00,2026-03-08 16:36:36.248993+00
b0b57148-4176-4dcc-aa5f-a4885a3fb8b6,Nishi,asian,Netanya,Netanya,4.4,,Asian fusion with GF desserts and adapted dishes. Highly rated by celiacs!,GF Options,f,₪₪,https://www.google.com/maps/place/?q=place_id:ChIJYeDbKDhBHRURXYOoTOvQJzM,,"{""Friday"": ""10:00 – 15:00"", ""Monday"": ""10:00 – 23:00"", ""Sunday"": ""10:00 – 23:00"", ""Tuesday"": ""10:00 – 23:00"", ""Saturday"": ""20:00 – 23:00"", ""Thursday"": ""10:00 – 23:00"", ""Wednesday"": ""10:00 – 23:00""}","{https://images.unsplash.com/photo-1617196034183-421b4917c92d?w=800&q=80,https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=800&q=80,https://images.unsplash.com/photo-1563612116625-3012372fccce?w=800&q=80,https://images.unsplash.com/photo-1512058564366-18510be2db19?w=800&q=80}",2026-03-08 16:18:59.54229+00,2026-03-08 16:36:36.248993+00
185e50ba-6973-41dd-a604-2124926ca293,Nay-Lon,asian,Hod HaSharon,Hod HaSharon,4.3,,"Pad thai, sushi, curry — all available without tempura for GF diners.",GF Options,f,₪₪,https://www.google.com/maps/place/?q=place_id:ChIJbQ3SNOE5HRURV61t5eBh66s,,"{""Friday"": ""10:00 – 15:00"", ""Monday"": ""10:00 – 23:00"", ""Sunday"": ""10:00 – 23:00"", ""Tuesday"": ""10:00 – 23:00"", ""Saturday"": ""20:00 – 23:00"", ""Thursday"": ""10:00 – 23:00"", ""Wednesday"": ""10:00 – 23:00""}","{https://images.unsplash.com/photo-1617196034183-421b4917c92d?w=800&q=80,https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=800&q=80,https://images.unsplash.com/photo-1563612116625-3012372fccce?w=800&q=80,https://images.unsplash.com/photo-1512058564366-18510be2db19?w=800&q=80}",2026-03-08 16:18:59.54229+00,2026-03-08 16:36:36.248993+00
77b378c8-797c-43dd-bdd2-c145c466d971,Giraffe,asian,Herzliya,Herzliya,4.4,,"Pad thai, sushi, curry, poke, rice bowls — wide GF selection.",GF Options,f,₪₪,https://www.google.com/maps/place/?q=place_id:ChIJrd2lce1IHRURcV9yoamJo2c,,"{""Friday"": ""10:00 – 15:00"", ""Monday"": ""10:00 – 23:00"", ""Sunday"": ""10:00 – 23:00"", ""Tuesday"": ""10:00 – 23:00"", ""Saturday"": ""20:00 – 23:00"", ""Thursday"": ""10:00 – 23:00"", ""Wednesday"": ""10:00 – 23:00""}","{https://images.unsplash.com/photo-1617196034183-421b4917c92d?w=800&q=80,https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=800&q=80,https://images.unsplash.com/photo-1563612116625-3012372fccce?w=800&q=80,https://images.unsplash.com/photo-1512058564366-18510be2db19?w=800&q=80}",2026-03-08 16:18:59.54229+00,2026-03-08 16:36:36.248993+00
3eebac70-e060-407b-b0bf-7f5b13a46d29,Balinjera,meat,"Malan 4, Tel Aviv",Tel Aviv,4.7,,Ethiopian restaurant — injera made from teff flour is naturally gluten-free. Amazing meat stews.,100% GF,f,₪₪,https://www.google.com/maps/place/?q=place_id:ChIJkS1XOoRMHRURRyqhiUCrnxE,,"{""Friday"": ""10:00 – 15:00"", ""Monday"": ""10:00 – 23:00"", ""Sunday"": ""10:00 – 23:00"", ""Tuesday"": ""10:00 – 23:00"", ""Saturday"": ""20:00 – 23:00"", ""Thursday"": ""10:00 – 23:00"", ""Wednesday"": ""10:00 – 23:00""}","{https://images.unsplash.com/photo-1544025162-d76694265947?w=800&q=80,https://images.unsplash.com/photo-1558030006-450675393462?w=800&q=80,https://images.unsplash.com/photo-1529692236671-f1f6cf9683ba?w=800&q=80,https://images.unsplash.com/photo-1603360946369-dc9bb6258143?w=800&q=80}",2026-03-08 16:19:21.350722+00,2026-03-08 16:36:36.248993+00
3d16d279-2616-4b4c-899c-35e30499ba01,HaKosem,meat,"Shlomo HaMelekh 1, Tel Aviv",Tel Aviv,4.5,,"Iconic falafel & shawarma spot. GF without pita — hummus, salads, meats.",GF Options,t,₪,https://www.google.com/maps/place/?q=place_id:ChIJi1CK34BLHRURVsjf6-OGlo4,,"{""Friday"": ""10:00 – 15:00"", ""Monday"": ""10:00 – 23:00"", ""Sunday"": ""10:00 – 23:00"", ""Tuesday"": ""10:00 – 23:00"", ""Saturday"": ""20:00 – 23:00"", ""Thursday"": ""10:00 – 23:00"", ""Wednesday"": ""10:00 – 23:00""}","{https://images.unsplash.com/photo-1544025162-d76694265947?w=800&q=80,https://images.unsplash.com/photo-1558030006-450675393462?w=800&q=80,https://images.unsplash.com/photo-1529692236671-f1f6cf9683ba?w=800&q=80,https://images.unsplash.com/photo-1603360946369-dc9bb6258143?w=800&q=80}",2026-03-08 16:19:21.350722+00,2026-03-08 16:36:36.248993+00
fac4ec76-5053-491e-8061-9f4794a866f2,Meatbar Burger,meat,"Ben Ami 13, Tel Aviv",Tel Aviv,4.5,,Gourmet burgers with GF buns available on request.,GF Options,f,₪₪,https://www.google.com/maps/place/?q=place_id:ChIJc020BJ1LHRUREyGaraTr1ss,,"{""Friday"": ""10:00 – 15:00"", ""Monday"": ""10:00 – 23:00"", ""Sunday"": ""10:00 – 23:00"", ""Tuesday"": ""10:00 – 23:00"", ""Saturday"": ""20:00 – 23:00"", ""Thursday"": ""10:00 – 23:00"", ""Wednesday"": ""10:00 – 23:00""}","{https://images.unsplash.com/photo-1544025162-d76694265947?w=800&q=80,https://images.unsplash.com/photo-1558030006-450675393462?w=800&q=80,https://images.unsplash.com/photo-1529692236671-f1f6cf9683ba?w=800&q=80,https://images.unsplash.com/photo-1603360946369-dc9bb6258143?w=800&q=80}",2026-03-08 16:19:21.350722+00,2026-03-08 16:36:36.248993+00
8cef2c88-ab78-4d3d-a478-ed57f234efba,Prozdor,meat,"Mendele Mokher Sfarim 6, Tel Aviv",Tel Aviv,4.5,,Burger restaurant with GF bun adaptations available.,GF Options,f,₪₪,https://www.google.com/maps/place/?q=place_id:ChIJ8aFWp35MHRURl3ziMsJxm8A,,"{""Friday"": ""10:00 – 15:00"", ""Monday"": ""10:00 – 23:00"", ""Sunday"": ""10:00 – 23:00"", ""Tuesday"": ""10:00 – 23:00"", ""Saturday"": ""20:00 – 23:00"", ""Thursday"": ""10:00 – 23:00"", ""Wednesday"": ""10:00 – 23:00""}","{https://images.unsplash.com/photo-1544025162-d76694265947?w=800&q=80,https://images.unsplash.com/photo-1558030006-450675393462?w=800&q=80,https://images.unsplash.com/photo-1529692236671-f1f6cf9683ba?w=800&q=80,https://images.unsplash.com/photo-1603360946369-dc9bb6258143?w=800&q=80}",2026-03-08 16:19:21.350722+00,2026-03-08 16:36:36.248993+00
